543,ATKA,2
544,CHIGNIK LAKE,2
545,PORT HEIDEN,2
546,PORT LIONS,2
547,AKIACHAK,2
548,AKIAK,2
549,AKUTAN,2
550,ALAKANUK,2
551,ALEKNAGIK,2
552,NIKOLAEVSK,2
553,CHUATHBALUK,2
554,ANVIK,2
555,ATMAUTLUAK,2
556,CHEFORNAK,2
557,CHEVAK,2
558,CHIGNIK,2
559,CHIGNIK LAGOON,2
560,CHITINA,2
561,CHUGIAK,2
562,CLAM GULCH,2
563,CLARKS POINT,2
564,NELSON LAGOON,2
565,COOPER LANDING,2
566,COPPER CENTER,2
567,CHENEGA BAY,2
568,CROOKED CREEK,2
569,KOLIGANEK,2
570,EAGLE RIVER,2
571,EEK,2
572,EGEGIK,2
573,EKWOK,2
574,EMMONAK,2
575,FALSE PASS,2
576,MARSHALL,2
577,SLANA,2
578,GIRDWOOD,2
579,GLENNALLEN,2
580,GOODNEWS BAY,2
581,GRAYLING,2
582,SAINT GEORGE ISL,2
583,HOLY CROSS,2
584,PORT GRAHAM,2
585,HOOPER BAY,2
586,HOPE,2
587,KOKHANOK,2
588,KALSKAG,2
589,KARLUK,2
590,KASIGLUK,2
591,KASILOF,2
592,KENAI,2
593,KING COVE,2
594,IGIUGIG,2
595,KIPNUK,2
596,AKHIOK,2
597,KOTLIK,2
598,KWETHLUK,2
599,KWIGILLINGOK,2
600,LARSEN BAY,2
601,LEVELOCK,2
602,LOWER KALSKAG,2
603,MC GRATH,2
604,MANOKOTAK,2
605,MEKORYUK,2
606,MOOSE PASS,2
607,MOUNTAIN VILLAGE,2
608,NAKNEK,2
609,NAPAKIAK,2
610,NIKISKI,2
611,NEW STUYAHOK,2
612,TOKSOOK BAY,2
613,NIKOLSKI,2
614,NINILCHIK,2
615,NONDALTON,2
616,NUNAPITCHUK,2
617,OLD HARBOR,2
618,OUZINKIE,2
619,BUTTE,2
620,PEDRO BAY,2
621,PERRYVILLE,2
622,PILOT POINT,2
623,PILOT STATION,2
624,PLATINUM,2
625,BIG LAKE,2
626,PORT ALSWORTH,2
627,WASILLA,2
628,QUINHAGAK,2
629,RED DEVIL,2
630,RUSSIAN MISSION,2
631,SAINT MARYS,2
632,SAINT MICHAEL,2
633,SAINT PAUL ISLAN,2
634,SAND POINT,2
635,SCAMMON BAY,2
636,SELDOVIA,2
637,SEWARD,2
638,SHAGELUK,2
639,SHELDON POINT,2
640,SKWENTNA,2
641,SLEETMUTE,2
642,SOLDOTNA,2
643,SOUTH NAKNEK,2
644,STEBBINS,2
645,STERLING,2
646,CHICKALOON,2
647,TAKOTNA,2
648,TALKEETNA,2
649,TATITLEK,2
650,TOGIAK,2
651,TULUKSAK,2
652,TUNTUTULIAK,2
653,TUNUNAK,2
654,TYONEK,2
655,TRAPPER CREEK,2
656,UNALAKLEET,2
657,UNALASKA,2
658,VALDEZ,2
659,WILLOW,2
660,YAKUTAT,2
661,NIGHTMUTE,2
662,NIKOLAI,2
663,DUTCH HARBOR,2
664,WHITTIER,2
665,HOUSTON,2
666,KODIAK,2
667,COLDFOOT,2
668,EIELSON AFB,2
669,FORT WAINWRIGHT,2
670,CLEAR,2
671,NORTH POLE,2
672,FAIRBANKS,2
673,SALCHA,2
674,ALLAKAKET,2
675,ANAKTUVUK PASS,2
676,ARCTIC VILLAGE,2
677,BARROW,2
678,BEAVER,2
679,ESTER,2
680,BETTLES FIELD,2
681,BUCKLAND,2
682,CANTWELL,2
683,CENTRAL,2
684,CHICKEN,2
685,CIRCLE,2
686,DEERING,2
687,DOT LAKE,2
688,EAGLE,2
689,ELIM,2
690,FORT YUKON,2
691,GALENA,2
692,GAMBELL,2
693,HEALY,2
694,ANDERSON,2
695,HUGHES,2
696,HUSLIA,2
697,KAKTOVIK,2
698,KALTAG,2
699,KIANA,2
700,KIVALINA,2
701,KOBUK,2
702,KOTZEBUE,2
703,KOYUK,2
704,KOYUKUK,2
705,DENALI NATIONAL,2
706,MANLEY HOT SPRIN,2
707,LAKE MINCHUMINA,2
708,MINTO,2
709,POINT LAY,2
710,NENANA,2
711,NOATAK,2
712,GOLOVIN,2
713,NOORVIK,2
714,NORTHWAY,2
715,NULATO,2
716,POINT HOPE,2
717,RAMPART,2
718,RUBY,2
719,SAVOONGA,2
720,SELAWIK,2
721,SHAKTOOLIK,2
722,SHISHMAREF,2
723,SHUNGNAK,2
724,STEVENS VILLAGE,2
725,TANACROSS,2
726,TANANA,2
727,TELLER,2
728,TETLIN,2
729,BORDER,2
730,VENETIE,2
731,WAINWRIGHT,2
732,WALES,2
733,WHITE MOUNTAIN,2
734,BREVIG MISSION,2
735,AMBLER,2
736,CHALKYITSIK,2
737,NUIQSUT,2
738,ATQASUK,2
739,JUNEAU,2
740,ANGOON,2
741,DOUGLAS,2
742,ELFIN COVE,2
743,GUSTAVUS,2
744,HAINES,2
745,HOONAH,2
746,KAKE,2
747,PELICAN,2
748,PETERSBURG,2
749,SITKA,2
750,SKAGWAY,2
751,TENAKEE SPRINGS,2
752,KETCHIKAN,2
753,MEYERS CHUCK,2
754,COFFMAN COVE,2
755,THORNE BAY,2
756,CRAIG,2
757,HYDABURG,2
758,HYDER,2
759,KLAWOCK,2
760,METLAKATLA,2
761,POINT BAKER,2
762,WRANGELL,2
763,PHOENIX,3
764,NEW RIVER STAGE,3
765,MESA,3
766,GOLD CANYON,3
767,APACHE JUNCTION,3
768,BAPCHULE,3
769,ELEVEN MILE CORN,3
770,ARIZONA CITY,3
771,CHANDLER,3
772,COOLIDGE,3
773,CASA GRANDE,3
774,ELOY,3
775,FLORENCE,3
776,GILBERT,3
777,HAYDEN,3
778,HIGLEY,3
779,KEARNY,3
780,MOBILE,3
781,PICACHO,3
782,ARIZONA BOYS RAN,3
783,RED ROCK,3
784,SACATON,3
785,SUN LAKES,3
786,SCOTTSDALE,3
787,PARADISE VALLEY,3
788,RIO VERDE,3
789,FORT MCDOWELL,3
790,FOUNTAIN HILLS,3
791,STANFIELD,3
792,SUPERIOR,3
793,TEMPE,3
794,WINKELMAN,3
795,GLENDALE,3
796,LUKE AFB,3
797,AGUILA,3
798,WHY,3
799,ARLINGTON,3
800,AVONDALE,3
801,ROCK SPRINGS,3
802,BOUSE,3
803,BUCKEYE,3
804,CIBOLA,3
805,CASHION,3
806,CAVE CREEK,3
807,CONGRESS,3
808,DATELAND,3
809,EHRENBERG,3
810,EL MIRAGE,3
811,GADSDEN,3
812,GILA BEND,3
813,GOODYEAR,3
814,LAVEEN,3
815,LITCHFIELD PARK,3
816,MORRISTOWN,3
817,EMPIRE LANDING,3
818,PEORIA,3
819,QUARTZSITE,3
820,ROLL,3
821,SALOME,3
822,SAN LUIS,3
823,SOMERTON,3
824,SUN CITY,3
825,TOLLESON,3
826,TONOPAH,3
827,WADDELL,3
828,WELLTON,3
829,WENDEN,3
830,WIKIEUP,3
831,WITTMANN,3
832,YARNELL,3
833,YOUNGTOWN,3
834,YUMA,3
835,YUMA PROVING GRO,3
836,SURPRISE,3
837,SUN CITY WEST,3
838,WICKENBURG,3
839,GLOBE,3
840,BYLAS,3
841,CENTRAL,3
842,CLIFTON,3
843,FRANKLIN,3
844,EDEN,3
845,FORT THOMAS,3
846,MIAMI,3
847,MORENCI,3
848,PAYSON,3
849,PERIDOT,3
850,PIMA,3
851,STRAWBERRY,3
852,ROOSEVELT,3
853,SAFFORD,3
854,SAN CARLOS,3
855,THATCHER,3
856,TONTO BASIN,3
857,YOUNG,3
858,ARIVACA,3
859,BENSON,3
860,BISBEE,3
861,BOWIE,3
862,COCHISE,3
863,DOUGLAS,3
864,DRAGOON,3
865,ELFRIDA,3
866,ELGIN,3
867,FORT HUACHUCA,3
868,GREEN VALLEY,3
869,HEREFORD,3
870,HUACHUCA CITY,3
871,MC NEAL,3
872,MAMMOTH,3
873,MOUNT LEMMON,3
874,NOGALES,3
875,ORACLE,3
876,PATAGONIA,3
877,PEARCE,3
878,POMERENE,3
879,SAHUARITA,3
880,SAINT DAVID,3
881,SAN MANUEL,3
882,PORTAL,3
883,SASABE,3
884,PISINEMO,3
885,SIERRA VISTA,3
886,SONOITA,3
887,TOMBSTONE,3
888,TOPAWA,3
889,AMADO,3
890,VAIL,3
891,WILLCOX,3
892,TUBAC,3
893,RIO RICO,3
894,MARANA,3
895,RILLITO,3
896,TUCSON,3
897,CASAS ADOBES,3
898,ORO VALLEY,3
899,SHOW LOW,3
900,CIBEQUE,3
901,ALPINE,3
902,BLUE,3
903,CLAY SPRINGS,3
904,CONCHO,3
905,EAGAR,3
906,FORT APACHE,3
907,GREER,3
908,HEBER,3
909,LAKESIDE,3
910,MC NARY,3
911,FOREST LAKES,3
912,NUTRIOSO,3
913,OVERGAARD,3
914,PINEDALE,3
915,PINETOP,3
916,SAINT JOHNS,3
917,SNOWFLAKE,3
918,SPRINGERVILLE,3
919,TAYLOR,3
920,VERNON,3
921,WHITERIVER,3
922,WOODRUFF,3
923,FLAGSTAFF,3
924,BELLEMONT,3
925,GRAY MOUNTAIN,3
926,MUNDS PARK,3
927,PARKS,3
928,CAMERON,3
929,COLORADO CITY,3
930,FREDONIA,3
931,GRAND CANYON,3
932,HAPPY JACK,3
933,HOLBROOK,3
934,HOTEVILLA,3
935,INDIAN WELLS,3
936,JOSEPH CITY,3
937,KAYENTA,3
938,KEAMS CANYON,3
939,LEUPP,3
940,MARBLE CANYON,3
941,KYKOTSMOVI VILLA,3
942,GREENEHAVEN,3
943,POLACCA,3
944,SECOND MESA,3
945,TONALEA,3
946,TUBA CITY,3
947,WILLIAMS,3
948,WINSLOW,3
949,NORTH RIM,3
950,KAIBITO,3
951,SHONTO,3
952,PRESCOTT,3
953,GROOM CREEK,3
954,PRESCOTT VALLEY,3
955,ASH FORK,3
956,BAGDAD,3
957,CAMP VERDE,3
958,CHINO VALLEY,3
959,CLARKDALE,3
960,CORNVILLE,3
961,COTTONWOOD,3
962,DEWEY,3
963,JEROME,3
964,KIRKLAND,3
965,MAYER,3
966,PAULDEN,3
967,RIMROCK,3
968,SEDONA,3
969,SELIGMAN,3
970,SKULL VALLEY,3
971,CROWN KING,3
972,KINGMAN,3
973,DESERT HILLS,3
974,LAKE HAVASU CITY,3
975,GOLDEN VALLEY,3
976,BULLHEAD CITY,3
977,CHLORIDE,3
978,LITTLEFIELD,3
979,OATMAN,3
980,PEACH SPRINGS,3
981,SUPAI,3
982,TOPOCK,3
983,VALENTINE,3
984,YUCCA,3
985,MOHAVE VALLEY,3
986,DOLAN SPRINGS,3
987,MEADVIEW,3
988,CHAMBERS,3
989,CHINLE,3
990,FORT DEFIANCE,3
991,GANADO,3
992,HOUCK,3
993,LUKACHUKAI,3
994,LUPTON,3
995,PINON,3
996,SAINT MICHAELS,3
997,SANDERS,3
998,TEEC NOS POS,3
999,WINDOW ROCK,3
1000,BLUE GAP,3
1001,DENNEHOTSO,3
1002,MANY FARMS,3
1003,NAZLINI,3
1004,RED VALLEY,3
1005,ROCK POINT,3
1006,ROUND ROCK,3
1007,SAWMILL,3
1008,TSAILE,3
1009,NORTH CEDAR,4
1010,DOLLARWAY,4
1011,PINE BLUFF,4
1012,ARKANSAS CITY,4
1013,BANKS,4
1014,NORTH,4
1015,DERMOTT,4
1016,DUMAS,4
1017,EUDORA,4
1018,FOUNTAIN HILL,4
1019,GOULD,4
1020,TAMO,4
1021,HAMBURG,4
1022,INGALLS,4
1023,JERSEY,4
1024,KINGSLAND,4
1025,LAKE VILLAGE,4
1026,MC GEHEE,4
1027,MONTICELLO,4
1028,UNIVERSITY OF AR,4
1029,MONTROSE,4
1030,MOSCOW,4
1031,NEW EDINBURG,4
1032,PARKDALE,4
1033,PORTLAND,4
1034,RISON,4
1035,ROHWER,4
1036,STAR CITY,4
1037,REED,4
1038,WARREN,4
1039,WATSON,4
1040,WILMAR,4
1041,WILMOT,4
1042,WINCHESTER,4
1043,EAST CAMDEN,4
1044,BEARDEN,4
1045,BLUFF CITY,4
1046,CALION,4
1047,CARTHAGE,4
1048,READER,4
1049,EL DORADO,4
1050,EMERSON,4
1051,FORDYCE,4
1052,GURDON,4
1053,HAMPTON,4
1054,HARRELL,4
1055,HUTTIG,4
1056,JUNCTION CITY,4
1057,LOUANN,4
1058,MC NEIL,4
1059,MAGNOLIA,4
1060,MOUNT HOLLY,4
1061,NORPHLET,4
1062,SMACKOVER,4
1063,MANNING,4
1064,STEPHENS,4
1065,STRONG,4
1066,THORNTON,4
1067,WALDO,4
1068,PERRYTOWN,4
1069,ALLEENE,4
1070,ASHDOWN,4
1071,BEN LOMOND,4
1072,BLEVINS,4
1073,BRADLEY,4
1074,BUCKNER,4
1075,DE QUEEN,4
1076,DIERKS,4
1077,DODDRIDGE,4
1078,EMMET,4
1079,FOREMAN,4
1080,FOUKE,4
1081,FULTON,4
1082,GARLAND CITY,4
1083,GILLHAM,4
1084,HORATIO,4
1085,LEWISVILLE,4
1086,LOCKESBURG,4
1087,MC CASKILL,4
1088,MINERAL SPRINGS,4
1089,NASHVILLE,4
1090,OGDEN,4
1091,OZAN,4
1092,PRESCOTT,4
1093,ROSSTON,4
1094,SARATOGA,4
1095,STAMPS,4
1096,TAYLOR,4
1097,WASHINGTON,4
1098,WILTON,4
1099,WINTHROP,4
1100,LAKE CATHERINE,4
1101,HOT SPRINGS VILL,4
1102,LAKE HAMILTON,4
1103,AMITY,4
1104,ANTOINE,4
1105,ARKADELPHIA,4
1106,BISMARCK,4
1107,BONNERDALE,4
1108,CADDO GAP,4
1109,COVE,4
1110,DELIGHT,4
1111,DONALDSON,4
1112,GLENWOOD,4
1113,GRANNIS,4
1114,HATFIELD,4
1115,JESSIEVILLE,4
1116,KIRBY,4
1117,LANGLEY,4
1118,MENA,4
1119,BUCKVILLE,4
1120,MOUNT IDA,4
1121,MURFREESBORO,4
1122,NEWHOPE,4
1123,NORMAN,4
1124,ODEN,4
1125,OKOLONA,4
1126,PEARCY,4
1127,PENCIL BLUFF,4
1128,ROYAL,4
1129,SIMS,4
1130,STORY,4
1131,UMPIRE,4
1132,VANDERVOORT,4
1133,WICKES,4
1134,ADONA,4
1135,ALEXANDER,4
1136,ALMYRA,4
1137,ALTHEIMER,4
1138,AMAGON,4
1139,AUGUSTA,4
1140,AUSTIN,4
1141,BALD KNOB,4
1142,BAUXITE,4
1143,BEEBE,4
1144,BEE BRANCH,4
1145,BEEDEVILLE,4
1146,BENTON,4
1147,BIGELOW,4
1148,BISCOE,4
1149,BRADFORD,4
1150,BRINKLEY,4
1151,BRYANT,4
1152,CABOT,4
1153,CARLISLE,4
1154,CASA,4
1155,CASSCOE,4
1156,CENTER RIDGE,4
1157,CLARENDON,4
1158,CLEVELAND,4
1159,CLINTON,4
1160,CONWAY,4
1161,COTTON PLANT,4
1162,CROCKETTS BLUFF,4
1163,TWIN GROVES,4
1164,DES ARC,4
1165,DE VALLS BLUFF,4
1166,DE WITT,4
1167,DIAZ,4
1168,EDGEMONT,4
1169,EL PASO,4
1170,ENGLAND,4
1171,ENOLA,4
1172,ETHEL,4
1173,FOX,4
1174,COLLEGE STATION,4
1175,GILLETT,4
1176,GRAPEVINE,4
1177,GREENBRIER,4
1178,GRIFFITHVILLE,4
1179,GUY,4
1180,HATTIEVILLE,4
1181,HAZEN,4
1182,HENSLEY,4
